clip_id,audio_path,language,is_native,accent_region,age,gender,sentence,speaker_id,duration_sec,sample_rate,augmented,aug_type,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,silence_ratio,energy_band_1,energy_band_2,energy_band_3,energy_band_4,energy_band_5,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_13_mean,chroma_mean,chroma_std,mel_mean,mel_std,f0_mean,f0_std,voiced_fraction,spectral_contrast_mean,tempo
es_000037_aug1,accent_dataset_output/audio_augmented/es_000037_aug1.wav,es,1,andalou,unknown,unknown,conté todos los detalles de la conversación de silver ninguno trató de hacer la más pequeña interrup,8882,10.0,16000,True,noise_ambient,0.0329,0.083838,499.25,261.0,797.5,0.2412,0.114006,0.73906,0.146864,7e-05,0.0,-387.5486,28.6162,191.2982,28.0935,-45.178,16.0897,-68.4216,14.2199,-11.9717,8.9642,-19.5514,7.5053,-32.8387,6.0263,-27.6865,6.9119,-29.919,8.6632,-26.0686,7.5704,-18.2176,6.6508,-19.643,6.8298,-18.1109,6.9897,0.0011,-0.0261,-0.0456,-0.0116,0.009,-0.0031,0.0015,0.0107,-0.0012,-0.0051,0.0076,0.0184,0.0235,0.4682,0.3002,-53.3497,21.9024,243.66,133.32,0.2556,24.5495,72.12
it_000022_aug3,accent_dataset_output/audio_augmented/it_000022_aug3.wav,it,1,napolitain,unknown,unknown,non senza grandissime risa la risoluzione dell oscuro enimma fu comendata da tutti né fu veruno che ,6001,10.0,16000,True,degraded_codec,0.12788,0.268917,558.1,1019.47,538.7,0.1754,0.575821,0.327628,0.04391,0.02248,0.030161,-96.54,23.2579,37.5241,21.5651,-1.1367,12.9701,22.324,10.4664,-12.0959,7.0003,12.3198,8.3961,-16.7016,6.4983,11.0569,6.2208,-16.7928,7.3238,9.8242,6.1056,-18.3732,6.8663,8.3766,6.44,-15.9287,5.2561,0.2121,0.2229,-0.0129,-0.0781,0.0405,0.0034,0.0087,0.0262,0.0479,-0.0313,-0.0184,-0.0339,-0.0056,0.4606,0.3691,-35.0418,6.6719,226.95,50.17,0.6677,19.6792,187.5
it_000129_aug2,accent_dataset_output/audio_augmented/it_000129_aug2.wav,it,1,napolitain,unknown,unknown,ma perciò che cateruzza era slata cagione di muovere il trivigiano a fare che la signora raccontasse,6001,10.0,16000,True,pitch_time_shift,0.076891,0.151801,781.27,1034.53,1149.9,0.3922,0.321344,0.338854,0.293543,0.024685,0.021573,-287.3899,155.8623,65.4744,52.4445,7.1414,37.2848,0.6656,23.7628,1.4013,16.5587,-10.6789,18.3604,3.7699,11.2993,-8.3968,12.4337,0.3611,10.1114,-18.4996,12.1924,-7.2564,9.1159,-2.9644,9.5108,-0.3432,8.1123,-0.1436,-0.3409,0.15,-0.2024,-0.0107,0.1499,0.0244,-0.0443,0.0626,0.0094,-0.0126,-0.0135,0.0167,0.277,0.3219,-48.752,19.5463,235.35,54.39,0.8051,19.6552,125.0
es_000017_aug3,accent_dataset_output/audio_augmented/es_000017_aug3.wav,es,1,andalou,unknown,unknown,en esta ocasión decía la pura verdad según creo y era un hecho que ninguno había revelado la posició,8882,10.0,16000,True,degraded_codec,0.069213,0.083194,272.01,288.18,444.1,0.2737,0.724085,0.248317,0.022753,0.004811,3.5e-05,-261.9612,38.8248,162.4954,34.8683,-45.7711,15.2137,44.1488,17.0393,-0.33,8.272,-6.3372,10.2932,3.0541,9.503,-6.2563,7.0303,2.318,8.8459,-3.7507,7.1665,-0.5802,6.5174,-3.7677,6.25,-3.7838,5.4012,0.0527,-0.0048,-0.0321,0.018,-0.0185,-0.0369,-0.0014,-0.0112,-0.0401,-0.018,-0.0173,-0.0206,-0.0128,0.4711,0.3086,-45.935,18.1304,110.31,24.4,0.9329,21.7353,75.0
es_000071_aug2,accent_dataset_output/audio_augmented/es_000071_aug2.wav,es,1,castillan,unknown,unknown,es valiente si no me equivoco pues bien dígame vd va vd á dejarse gobernar por esa caterva de sucios,8882,10.0,16000,True,pitch_time_shift,0.099162,0.091182,374.86,551.71,679.5,0.403,0.633676,0.287639,0.058461,0.014866,0.005357,-323.0867,152.7322,115.7311,69.5351,13.4888,29.8233,21.0747,26.2149,26.2989,27.4727,-10.8028,21.2688,3.6083,17.5446,24.2538,15.6993,-4.2019,14.6592,12.2819,12.6853,-5.2691,13.8897,3.1337,8.9534,-6.8791,12.9464,0.7643,0.4234,-0.1351,-0.0295,-0.0236,-0.1054,-0.0622,-0.0418,-0.058,-0.0113,-0.0785,-0.0594,-0.02,0.4782,0.303,-54.9473,21.1813,79.2,14.81,0.6358,21.5346,110.29
pt_000050_aug2,accent_dataset_output/audio_augmented/pt_000050_aug2.wav,pt,1,porto,unknown,unknown,aqui não se treme não cáe neve porque mamãe você se lembra d'aquelle chapéo que você tirou do menino,12249,10.0,16000,True,pitch_time_shift,0.106989,0.151163,695.61,871.29,1099.7,0.3616,0.305543,0.513809,0.074215,0.093888,0.012545,-278.6612,137.3895,54.0512,47.2757,-20.0748,36.3737,36.7637,35.0587,-20.3962,24.3051,-9.6275,20.5208,-10.735,18.7962,-6.8424,16.8343,-17.3465,19.1157,-3.6545,13.6671,-8.4651,15.2907,-0.1613,14.4186,-12.3302,17.7702,-0.5319,0.0286,0.3875,0.1522,0.0667,-0.0138,0.0453,0.0406,-0.0148,0.0154,-0.035,-0.0031,0.0182,0.293,0.3268,-52.2294,18.5846,311.4,112.34,0.8562,22.6466,85.23
pt_000048,accent_dataset_output/audio_original/pt_000048.wav,pt,1,lisbon,unknown,unknown,e uma mais ousada beijou-lhe o rosto e emquanto forçax a por tirar-lhe a pulseira o filho arrancou-l,12249,10.0,16000,False,original,0.106602,0.175139,827.34,810.5,1418.7,0.3566,0.273696,0.346698,0.311518,0.057008,0.01108,-249.6943,126.0602,61.4458,59.7593,-5.6136,47.8287,23.2258,36.2109,-25.4744,25.2673,-0.5383,17.9468,-7.284,13.7863,-13.7338,17.4164,-12.4174,14.3266,-5.4282,12.1688,-6.3846,11.666,-11.7009,14.082,4.8022,11.5541,-0.186,0.2292,0.1762,-0.1326,0.0272,-0.0322,-0.0363,-0.0414,-0.0299,0.0179,0.1096,-0.038,-0.0963,0.3463,0.3293,-47.6926,17.4633,254.38,86.46,0.7987,19.058,104.17
es_000040,accent_dataset_output/audio_original/es_000040.wav,es,1,argentin,unknown,unknown,así continuamos casi sin tomar aliento hasta que toda la carga puesta en el bote había sido traslada,8882,10.0,16000,False,original,0.148346,0.086732,367.63,776.23,533.1,0.2905,0.711362,0.216275,0.050683,0.010949,0.010732,-222.5945,103.2511,124.8726,52.0556,2.1094,35.9478,22.4686,25.4332,9.3348,24.0386,-16.0682,17.139,14.7561,16.4114,-3.5256,17.7305,0.3625,14.8397,-3.4383,15.2829,-10.9964,10.7702,13.1744,11.4765,-16.388,14.7697,1.3744,0.4412,-0.2118,-0.0868,-0.071,-0.0109,-0.0003,-0.1022,-0.0425,0.0696,-0.0463,0.0585,-0.1005,0.3613,0.32,-48.3638,18.59,123.56,29.21,0.9265,20.4693,89.29
pt_000103_aug1,accent_dataset_output/audio_augmented/pt_000103_aug1.wav,pt,0,mozambicain,unknown,unknown,meu amigo não estou convencido de coisa alguma apenas lhe explico que pelos depoimentos pela prova d,12249,10.0,16000,True,noise_ambient,0.120264,0.203995,560.44,584.85,699.4,0.3642,0.253394,0.63267,0.073921,0.032327,0.007687,-188.9544,49.095,56.5305,32.408,-47.586,20.1652,27.1154,24.2124,-55.2712,18.0758,0.1583,12.3565,-45.8585,11.8724,-7.9217,10.1679,-34.6113,10.6783,-16.049,10.2993,-19.5128,7.3363,-18.1705,10.4121,-11.6907,8.7028,0.2593,0.1235,0.0436,-0.0012,-0.0224,-0.0273,-0.0829,-0.0477,-0.0549,-0.0513,-0.0414,-0.0276,0.0193,0.4096,0.3521,-46.4195,13.5525,261.5,93.35,0.6518,26.5133,144.23
nl_000061_aug3,accent_dataset_output/audio_augmented/nl_000061_aug3.wav,nl,0,unknown,unknown,unknown,want wat gy wilt dat kunt gy maar nu heb ik u reeds lang genoeg opgehouden en het past my er verscho,2450,10.0,16000,True,degraded_codec,0.061694,0.353593,1304.89,1703.68,2879.6,0.1274,0.116055,0.571842,0.116929,0.084869,0.110304,-112.4577,24.3866,30.6207,19.0564,-7.8807,10.6757,19.3061,7.3275,-15.8104,8.0198,9.977,8.7328,-22.0121,8.9605,9.9412,6.2689,-19.0101,6.834,10.0798,6.1199,-16.5753,4.3886,11.888,4.0013,-12.6159,4.1823,-0.0635,-0.0234,0.0133,-0.0331,0.0232,-0.0051,0.0317,-0.0225,0.0283,-0.012,-0.0021,-0.016,0.0197,0.5508,0.3069,-33.3751,5.1832,138.88,46.11,0.3163,19.0194,56.82
pl_000041_aug3,accent_dataset_output/audio_augmented/pl_000041_aug3.wav,pl,1,unknown,unknown,unknown,spokojnie czczych wspaniałości nie szukał pozorów a darów bożych używając hojnie kiedy usłyszał smut,6892,10.0,16000,True,degraded_codec,0.199707,0.264852,666.65,1187.77,596.6,0.1488,0.355037,0.552353,0.023661,0.028746,0.040203,-32.2752,24.8489,33.4657,28.2665,21.1299,14.9966,12.8329,13.555,-0.6601,10.7991,-7.1917,10.1988,-8.9326,8.1412,-8.3644,8.6623,-9.6655,8.361,-6.4898,7.2834,-3.0311,6.1173,-1.6857,5.3217,-1.0967,4.4634,0.2538,0.154,-0.0083,0.0163,0.002,-0.0792,-0.0683,-0.05,-0.0459,-0.0597,-0.0422,0.0094,0.0136,0.4478,0.3379,-30.5855,7.5855,131.18,28.67,0.6901,15.3297,125.0
es_000015_aug2,accent_dataset_output/audio_augmented/es_000015_aug2.wav,es,1,mexicain,unknown,unknown,lo cierto es que de una cosa estábamos ya bien escasos y era de agua estaba yo preocupado con este p,8882,10.0,16000,True,pitch_time_shift,0.155079,0.07605,274.66,410.33,419.4,0.3079,0.749105,0.214184,0.02632,0.008251,0.00214,-246.95,109.6252,122.708,53.5274,11.6676,33.2195,31.6322,24.4236,17.927,25.4068,-9.6215,18.7757,3.2477,17.6176,2.6425,10.3951,-10.6222,15.3938,4.8584,12.5282,-23.6301,15.8474,12.4948,11.461,-5.5293,10.9294,0.2158,-0.0214,0.1325,0.1368,-0.0903,0.0064,0.1143,-0.029,-0.0693,-0.029,0.0369,0.0863,-0.0303,0.3742,0.3158,-50.3246,19.1625,111.24,24.59,0.9265,23.1227,78.12
pt_000115_aug3,accent_dataset_output/audio_augmented/pt_000115_aug3.wav,pt,1,porto,unknown,unknown,não ouvindo mais rumor de conversa no escriptorio do marido a mulher de paulo maciel entrou ahi disc,12249,10.0,16000,True,degraded_codec,0.095723,0.159167,636.31,771.45,900.1,0.3659,0.341131,0.476662,0.122084,0.047778,0.012344,-278.4055,129.819,69.5851,55.8768,0.4835,46.3713,38.5941,39.1151,-25.9378,28.8483,1.4334,19.5459,-13.1849,20.2498,-1.2867,15.0319,-15.3102,15.4658,0.0602,12.0046,-10.2929,12.343,-8.3555,13.6942,2.3694,10.4353,0.5239,0.2612,-0.1451,-0.079,-0.1469,-0.0937,0.0235,-0.0001,-0.0432,-0.0284,-0.008,-0.0212,-0.021,0.3182,0.3224,-49.216,18.467,210.0,86.9,0.8403,22.0535,72.12
fr_000130_aug1,accent_dataset_output/audio_augmented/fr_000130_aug1.wav,fr,1,paris,unknown,unknown,alors jésus dit au figuier que jamais nul ne mange de toi aucun fruit ce que ses disciples entendire,10065,10.0,16000,True,noise_ambient,0.106845,0.345708,673.92,1245.21,562.3,0.2168,0.462474,0.412772,0.040103,0.036888,0.047762,-116.5573,37.013,13.5874,29.6656,5.8768,15.0387,6.4247,18.1595,-2.4029,10.8892,-3.7123,8.5041,-8.9203,7.9813,-8.2985,6.7203,-8.6126,6.3704,-10.8042,7.7204,-9.9379,7.0959,-8.8414,5.1841,-8.572,5.4743,0.0501,-0.0102,-0.0156,0.0001,-0.002,-0.0099,-0.0136,0.0162,0.012,0.02,0.0069,-0.0178,0.0012,0.5533,0.3351,-37.2192,7.1941,108.78,19.3,0.5751,17.0185,117.19
fr_000140,accent_dataset_output/audio_original/fr_000140.wav,fr,1,marseille,unknown,unknown,mais jésus jetant un soupir du fond du cœur dit pourquoi ces gens-là demandent ils un prodige je vou,10065,10.0,16000,False,original,0.120428,0.099607,353.83,692.47,379.3,0.3991,0.724625,0.226717,0.017143,0.01502,0.016494,-253.2675,127.7221,86.7469,44.0736,6.6485,24.2256,52.5643,34.284,-1.7395,17.0571,16.4932,14.5915,-7.8637,14.8776,2.4493,12.2817,0.8086,12.7716,-9.2,15.0226,-4.4048,12.4836,-1.5594,8.1624,-5.6795,10.3938,0.144,0.0175,-0.0664,0.0198,-0.0033,0.0098,-0.0113,-0.0365,-0.0606,-0.0271,0.0279,-0.0433,-0.0076,0.4133,0.3313,-48.4537,17.4785,120.1,30.21,0.7157,17.7127,104.17
es_000021_aug3,accent_dataset_output/audio_augmented/es_000021_aug3.wav,es,0,anglophone,unknown,unknown,porque lo primero que llegó á mis oídos fué que el capitán daba órdenes á job anderson y el silbato ,8882,10.0,16000,True,degraded_codec,0.156781,0.053219,235.02,287.47,323.5,0.2525,0.808815,0.148794,0.037989,0.004279,0.000123,-258.0986,84.5218,156.2166,52.2044,8.4987,37.5561,33.5599,36.2215,-3.642,23.6176,13.2768,19.9601,20.6736,14.166,-10.6861,18.0033,-8.5818,15.7035,-4.4806,13.0631,-2.9876,9.9465,0.6079,13.1425,-14.3224,11.1224,0.3202,0.4136,0.3524,0.0738,-0.063,-0.0199,-0.0141,-0.0537,-0.0864,-0.0302,0.0309,-0.0224,-0.0711,0.3775,0.3167,-52.223,20.495,119.3,24.62,0.9808,25.3961,98.68
it_000023,accent_dataset_output/audio_original/it_000023.wav,it,1,napolitain,unknown,unknown,e iddio lo sa dove il miserello con questo malvagio tempo ora si trova ed ella ingrata non avendo pe,6001,10.0,16000,False,original,0.114861,0.049194,437.38,291.15,586.9,0.4803,0.363327,0.581486,0.048958,0.006095,0.000134,-330.1772,117.9188,101.8386,59.9653,7.0774,37.8826,25.2569,26.097,-2.3537,21.3203,-2.7371,19.5801,1.636,14.2717,-5.7818,17.4109,-1.1732,12.472,-0.9998,10.1424,-2.8468,10.0657,-4.206,10.6418,2.145,7.1414,0.0188,0.0049,-0.0147,-0.0029,-0.0053,-0.0223,-0.0114,0.0102,0.0096,0.0074,0.0199,0.0254,0.0175,0.3603,0.3568,-59.8534,19.9522,183.68,73.55,0.8115,18.6268,117.19
de_000128,accent_dataset_output/audio_original/de_000128.wav,de,1,austrian,unknown,unknown,was meinen sie damit fragte fix ich meine das ist doch eine grobe sache herrn fogg so auszuziehen se,10148,10.0,16000,False,original,0.127872,0.187145,605.39,649.53,926.4,0.4486,0.361948,0.44101,0.177568,0.011355,0.008119,-244.4347,130.6433,56.7277,52.6979,-7.5517,37.4493,6.546,30.9158,-7.0167,20.0057,-7.3504,16.42,-9.5548,12.9126,-18.9463,14.724,-8.6473,13.2191,-2.0665,10.1798,-9.5466,11.8532,-3.1409,9.631,-0.0375,8.4754,0.7819,0.3023,0.0708,-0.0141,-0.018,0.0282,-0.0841,-0.1478,-0.0402,-0.0322,-0.077,-0.0714,0.0081,0.3584,0.3381,-52.7153,17.3886,226.17,55.93,0.8083,17.9981,133.93
pt_000023_aug3,accent_dataset_output/audio_augmented/pt_000023_aug3.wav,pt,1,lisbon,unknown,unknown,acceitando com reconhecimento o património dos seus predecessores mestiços que lerão edificado algum,12249,10.0,16000,True,degraded_codec,0.097062,0.127026,631.18,528.28,891.1,0.45,0.263871,0.539995,0.145757,0.050192,0.000185,-304.207,99.7177,94.9447,48.1288,-31.4838,45.7124,43.8296,37.5752,-23.6648,25.4226,-17.8444,20.8158,-2.0181,12.9334,-14.9339,13.8773,-6.3029,15.0931,-7.4811,10.173,-5.8093,10.4364,-8.8546,11.8746,-1.8478,9.5658,0.8348,0.6118,0.1302,-0.1812,-0.1949,0.0505,-0.0335,-0.0906,-0.0937,-0.0183,0.0382,-0.0958,-0.0356,0.318,0.3324,-53.5421,18.8949,270.71,82.48,0.8339,24.1794,89.29
it_000024_aug3,accent_dataset_output/audio_augmented/it_000024_aug3.wav,it,1,milanais,unknown,unknown,lavoretto prese le squamme e gittato lo sguizzante pesce nelle chiare acque rimontò a cavallo e tant,6001,10.0,16000,True,degraded_codec,0.084771,0.063713,477.28,374.11,797.7,0.4772,0.295693,0.554718,0.144236,0.005229,0.000125,-319.2622,107.2894,110.7492,64.2804,1.3269,36.8139,16.4833,37.7956,5.7497,16.6072,-3.194,14.7721,-3.9801,10.2269,-8.6817,12.8062,-6.2527,10.7223,-3.7816,9.7604,-7.6147,10.5375,-1.9272,7.5927,-3.7298,6.8404,0.9613,0.5593,0.0341,0.1746,-0.0236,-0.0247,-0.0277,-0.0599,-0.0514,-0.0539,-0.0029,-0.0428,-0.0281,0.3621,0.3313,-60.1857,18.897,211.93,56.05,0.7636,21.8632,125.0
nl_000052_aug2,accent_dataset_output/audio_augmented/nl_000052_aug2.wav,nl,0,unknown,unknown,unknown,de heeren thands de logeer en kleedkamers te zien om zich te verzekeren dat zich daarin niets bevind,2450,10.0,16000,True,pitch_time_shift,0.102797,0.149163,460.22,401.34,512.0,0.4711,0.194088,0.772023,0.017037,0.014405,0.002447,-273.9434,119.7575,74.6565,49.8847,4.6096,26.5626,37.2615,29.6203,-4.6761,20.7326,-11.0971,14.5363,-21.6521,15.128,-7.2701,11.1873,-19.7793,12.9537,-5.3018,9.8739,-6.0479,9.4159,-4.7671,7.8482,-1.4583,8.276,0.1059,0.0704,0.0344,0.0295,0.0029,-0.0057,-0.04,-0.0073,-0.0632,-0.069,0.0232,0.0048,-0.0065,0.3726,0.3093,-54.0301,16.7856,194.18,148.8,0.6422,18.2111,125.0
nl_000028_aug3,accent_dataset_output/audio_augmented/nl_000028_aug3.wav,nl,1,unknown,unknown,unknown,het was om deze reden en uit een niet onnatuurlijke vrees dat zijn geheime bezoeken by d'estrades en,2450,10.0,16000,True,degraded_codec,0.076867,0.195626,523.43,435.49,644.0,0.3332,0.120658,0.802224,0.058229,0.016488,0.0024,-206.7066,54.6475,70.2912,42.1877,10.1971,22.7877,9.7844,19.6162,5.6799,15.7047,-17.6909,16.2107,-16.1787,12.9006,-8.8992,10.9549,-13.8788,10.4243,-10.8962,9.603,-4.3009,7.1277,-5.2186,6.3053,-3.7001,6.2037,0.4334,0.4006,0.1316,0.05,0.0044,-0.1038,-0.1372,-0.0519,-0.0049,-0.0228,-0.0008,-0.0065,-0.0321,0.421,0.3275,-44.4628,11.275,162.29,104.51,0.5783,16.0068,208.33
it_000019,accent_dataset_output/audio_original/it_000019.wav,it,1,romain,unknown,unknown,la povera doralice desiderosa divedere più avanti il suo diletto sposo pospose l'amore del fanciullo,6001,10.0,16000,False,original,0.138604,0.082038,316.79,251.84,449.3,0.3861,0.642658,0.317323,0.036479,0.003368,0.000171,-299.8193,113.4534,109.3733,56.9758,9.1316,31.4063,39.2054,32.3089,-10.6307,19.2462,-0.7659,18.1514,3.286,12.0579,-11.8571,14.8001,-3.6106,11.5263,-5.3464,9.7503,-6.1185,8.5459,-2.411,9.8852,-4.2295,7.6799,1.1277,0.5693,-0.0464,0.0644,-0.0375,-0.0376,-0.0077,-0.0951,-0.0608,-0.0627,-0.0398,-0.0075,-0.04,0.2894,0.3366,-55.6939,19.4098,216.66,38.23,0.8594,19.0188,187.5
pl_000142_aug3,accent_dataset_output/audio_augmented/pl_000142_aug3.wav,pl,1,unknown,unknown,unknown,latarnie niechże tam siedzi przy łojowej świcy i buja z babą aż ponad obłoki w złem towarzystwie spr,6892,10.0,16000,True,degraded_codec,0.173091,0.122151,414.8,393.13,565.1,0.3229,0.400461,0.55519,0.02311,0.020715,0.000524,-178.5047,55.3493,125.035,44.1565,-28.2067,23.6952,66.7052,25.9084,-26.1674,16.0306,-5.9953,18.5144,-12.6529,13.1381,-9.6053,9.8552,-8.0363,9.4767,-14.3524,9.2749,-1.5448,7.6016,-11.6293,7.3295,0.6387,8.2685,0.3641,0.2255,0.2248,0.16,0.0747,-0.0319,-0.0409,-0.0185,-0.0669,-0.0799,-0.0197,-0.0147,-0.0379,0.3802,0.3347,-43.9532,17.5931,149.74,40.15,0.8498,23.1197,110.29
de_000077,accent_dataset_output/audio_original/de_000077.wav,de,0,eastern_european,unknown,unknown,drei reisende passepartout darunter waren verschwunden waren sie im kampf gefallen waren sie gefange,10148,10.0,16000,False,original,0.102152,0.118419,544.68,534.15,831.5,0.4516,0.343835,0.499446,0.145806,0.00636,0.004553,-286.2694,140.5609,92.1695,49.0844,7.6235,37.8721,7.4397,23.2566,-2.6517,20.6379,4.6342,13.2861,-3.0423,13.0207,-16.514,15.7214,-5.2572,13.1424,3.8699,10.3383,-4.4326,10.5935,-6.6523,9.9037,1.8147,8.5623,0.646,0.2526,-0.0391,0.1117,-0.1125,0.0519,-0.0513,-0.0926,-0.0317,-0.0374,-0.026,-0.0511,-0.0263,0.3823,0.3372,-51.9005,18.9926,174.1,49.15,0.8403,17.8728,133.93
fr_000115_aug3,accent_dataset_output/audio_augmented/fr_000115_aug3.wav,fr,1,québec,unknown,unknown,il se leva aussitôt elxe suivit et jésus étant assis à table dans la maison de cet homme beaucoup de,10065,10.0,16000,True,degraded_codec,0.054512,0.071163,397.97,593.52,466.6,0.4778,0.516992,0.422372,0.031593,0.028004,0.001039,-395.6911,149.704,104.3153,69.4315,-9.7615,32.2037,46.4761,39.3236,2.9558,20.8699,8.3904,14.9595,0.0474,14.0763,-8.2215,15.8074,5.5491,8.8288,-10.3308,16.7609,0.284,10.7429,0.3396,8.5207,-5.6192,11.9805,1.0126,0.3492,-0.0689,0.3651,-0.0943,0.0033,0.0499,-0.0974,-0.0071,-0.0795,-0.0253,-0.0399,-0.0619,0.4214,0.3206,-57.6806,21.6799,116.91,28.74,0.7859,21.8716,93.75
fr_000006_aug2,accent_dataset_output/audio_augmented/fr_000006_aug2.wav,fr,1,marseille,unknown,unknown,mais ces vignerons dirent entre eux voici l'héritier allons tuons le et l'héritage sera à nous ainsi,10065,10.0,16000,True,pitch_time_shift,0.163839,0.09141,437.32,724.14,510.2,0.537,0.579655,0.333237,0.047472,0.024554,0.015083,-290.9658,179.9166,72.614,64.7463,2.4804,25.6694,34.4545,32.5075,1.5192,16.5739,8.27,12.562,-3.1027,14.479,-1.2624,13.4357,1.5618,9.8808,-4.292,13.3599,1.0433,9.4289,-0.3437,7.5705,-3.4213,9.9132,-0.0237,-0.0321,-0.0291,-0.0269,-0.0265,-0.0266,-0.0264,-0.0259,-0.0253,-0.0242,-0.0217,-0.0185,-0.0163,0.453,0.3335,-57.5502,21.7601,109.63,18.88,0.6102,18.0658,104.17
pl_000137,accent_dataset_output/audio_original/pl_000137.wav,pl,1,unknown,unknown,unknown,ledwo co były zaciągi skończone gdy wojsko myszy idzie niezliczone muzo coś niegdyś homera budziła k,6892,10.0,16000,False,original,0.145455,0.13367,430.14,555.28,563.6,0.3693,0.487842,0.448457,0.03691,0.019511,0.00728,-250.1863,153.8173,88.9298,61.4479,13.4357,29.1026,39.9205,36.1196,-11.6279,19.1223,-13.4214,17.4249,-4.6034,16.7457,2.2864,14.4688,-17.9368,18.3888,-4.1541,11.6642,-11.3872,10.496,-1.9313,9.6559,-3.248,9.4315,1.3486,0.3562,-0.1157,0.1452,-0.038,-0.171,0.0465,-0.0524,0.0008,-0.0682,-0.0034,0.0297,-0.0449,0.3467,0.3181,-50.271,20.977,148.81,32.02,0.7348,19.096,104.17
fr_000148_aug1,accent_dataset_output/audio_augmented/fr_000148_aug1.wav,fr,1,marseille,unknown,unknown,ayez soin de vous garder du levain des pharisiens et des rois sur quoi il pensait et disaient entre ,10065,10.0,16000,True,noise_ambient,0.10454,0.104376,519.69,1006.55,465.0,0.3573,0.590725,0.32322,0.022857,0.024407,0.038791,-256.8499,134.538,95.1268,53.5851,5.7361,26.252,42.5597,31.362,-1.3218,17.5993,16.5726,14.9315,-11.6355,16.065,-0.4452,14.3771,1.7196,12.038,-7.3016,13.1338,-2.3179,11.5393,0.2705,7.9424,-6.259,10.0077,1.2272,0.3302,-0.2202,0.0478,-0.0668,-0.0,-0.0589,-0.0835,-0.0039,-0.0384,-0.0142,0.0232,-0.0266,0.4282,0.3267,-47.0782,18.1791,112.76,19.9,0.6613,17.7333,81.52
fr_000043,accent_dataset_output/audio_original/fr_000043.wav,fr,1,lyon,unknown,unknown,pierre le suivit de loin jusque dans la cour de la maison du grand-prêtre où s'étant assis auprès du,10065,10.0,16000,False,original,0.105215,0.124063,632.0,1204.7,521.5,0.4024,0.605919,0.280827,0.019021,0.029252,0.064981,-259.3279,141.9107,83.2748,53.4592,7.427,24.294,44.0964,29.7103,-1.6046,18.2792,17.0684,15.5107,-14.247,17.6745,4.2799,12.3462,2.2241,13.7303,-4.0456,12.7824,-2.471,12.4764,0.3039,8.6637,-3.2815,9.12,0.0912,0.014,-0.0261,0.0034,-0.0001,0.0357,0.0001,0.0062,-0.0164,-0.033,-0.0096,-0.0125,0.0292,0.4454,0.329,-49.5712,18.0174,120.78,28.34,0.6198,17.2631,156.25
es_000116,accent_dataset_output/audio_original/es_000116.wav,es,0,francophone,unknown,unknown,como yo he estado hoy próximo á la muerte pero tú no los denunciarás á menos que logren hacerme lleg,8882,10.0,16000,False,original,0.165198,0.180339,1081.53,1543.48,1315.2,0.2757,0.178194,0.473737,0.248986,0.03241,0.06667,-150.178,125.6254,112.7408,69.4545,-11.0065,39.5487,-14.1288,35.5242,5.3486,22.2621,-11.0567,16.1553,0.1373,14.1547,0.9082,16.3461,-5.0583,14.0721,-2.0628,16.1258,0.6657,12.5887,14.4016,13.4821,-23.526,12.6732,0.6357,-0.1192,0.3224,0.2203,0.0456,0.0727,0.1748,-0.0402,-0.0276,-0.0038,-0.0886,-0.0632,0.0433,0.421,0.3028,-39.3194,18.8138,83.38,10.68,0.3067,19.134,187.5
es_000012_aug3,accent_dataset_output/audio_augmented/es_000012_aug3.wav,es,1,argentin,unknown,unknown,lo cierto es que ninguno de sus autores se atreve á negar las excelentes cualidades de nuestra golet,8882,10.0,16000,True,degraded_codec,0.093535,0.12692,436.06,555.78,553.4,0.1964,0.539712,0.334657,0.088391,0.037059,0.000181,-166.4355,27.7815,135.5947,19.3372,-64.4291,9.7118,48.6887,13.9383,-4.0006,7.7848,-0.3528,8.0613,2.3785,5.2752,-5.9627,6.5911,-1.321,7.499,-7.5175,7.094,0.6934,5.8313,-2.6511,4.6244,0.1412,4.7283,0.0527,0.0281,0.0285,0.0195,0.0104,0.0296,0.0236,0.0196,0.0205,0.0187,-0.0112,-0.0071,0.0124,0.5379,0.2961,-45.3737,15.9711,102.45,19.72,0.7987,21.8882,93.75
